date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-10,MG,Alfenas,city,1,0,TRUE,79996,3101607,1.25006,NA
2020-04-10,MG,Alpercata,city,1,0,TRUE,7424,3101805,13.46983,NA
2020-04-10,MG,Araguari,city,2,0,TRUE,117267,3103504,1.70551,NA
2020-04-10,MG,Arcos,city,2,0,TRUE,40092,3104205,4.98853,NA
2020-04-10,MG,Barbacena,city,1,0,TRUE,137313,3105608,0.72826,NA
2020-04-10,MG,Belo Horizonte,city,330,6,TRUE,2512070,3106200,13.13658,0.0182
2020-04-10,MG,Betim,city,6,0,TRUE,439340,3106705,1.36568,NA
2020-04-10,MG,Boa Esperança,city,2,0,TRUE,40127,3107109,4.98418,NA
2020-04-10,MG,Bom Despacho,city,1,0,TRUE,50605,3107406,1.97609,NA
2020-04-10,MG,Borda da Mata,city,1,0,TRUE,19412,3108305,5.15145,NA
2020-04-10,MG,Botelhos,city,1,0,TRUE,14971,3108404,6.67958,NA
2020-04-10,MG,Cambuí,city,5,0,TRUE,29551,3110608,16.9199,NA
2020-04-10,MG,Campo Belo,city,1,0,TRUE,54029,3111200,1.85086,NA
2020-04-10,MG,Campos Altos,city,1,0,TRUE,15461,3111507,6.46789,NA
2020-04-10,MG,Capitólio,city,1,0,TRUE,8632,3112802,11.5848,NA
2020-04-10,MG,Carangola,city,1,0,TRUE,33000,3113305,3.0303,NA
2020-04-10,MG,Carmo da Cachoeira,city,1,0,TRUE,12170,3113909,8.21693,NA
2020-04-10,MG,Carmo do Cajuru,city,2,0,TRUE,22478,3114204,8.89759,NA
2020-04-10,MG,Centralina,city,1,0,TRUE,10350,3115805,9.66184,NA
2020-04-10,MG,Contagem,city,16,0,TRUE,663855,3118601,2.41016,NA
2020-04-10,MG,Coronel Fabriciano,city,2,0,TRUE,109855,3119401,1.82058,NA
2020-04-10,MG,Divinésia,city,1,0,TRUE,3417,3121902,29.26544,NA
2020-04-10,MG,Divinópolis,city,19,1,TRUE,238230,3122306,7.97549,0.0526
2020-04-10,MG,Esmeraldas,city,1,0,TRUE,70552,3124104,1.41739,NA
2020-04-10,MG,Extrema,city,2,0,TRUE,36225,3125101,5.52105,NA
2020-04-10,MG,Frutal,city,1,0,TRUE,59496,3127107,1.68079,NA
2020-04-10,MG,Governador Valadares,city,3,0,TRUE,279885,3127701,1.07187,NA
2020-04-10,MG,Guimarânia,city,1,0,TRUE,8039,3128907,12.43936,NA
2020-04-10,MG,Importados/Indefinidos,city,16,0,TRUE,NA,NA,NA,NA
2020-04-10,MG,Ipaba,city,1,0,TRUE,18607,3131158,5.37432,NA
2020-04-10,MG,Ipatinga,city,5,0,TRUE,263410,3131307,1.89818,NA
2020-04-10,MG,Itabira,city,1,0,TRUE,120060,3131703,0.83292,NA
2020-04-10,MG,Itajubá,city,1,0,TRUE,96869,3132404,1.03232,NA
2020-04-10,MG,Itanhandu,city,1,0,TRUE,15331,3133105,6.52273,NA
2020-04-10,MG,Itapecerica,city,1,0,TRUE,21762,3133501,4.59517,NA
2020-04-10,MG,Itapeva,city,1,0,TRUE,9783,3133600,10.22181,NA
2020-04-10,MG,Janaúba,city,2,0,TRUE,71648,3135100,2.79142,NA
2020-04-10,MG,Jeceaba,city,1,0,TRUE,4912,3135407,20.35831,NA
2020-04-10,MG,João Monlevade,city,1,0,TRUE,79910,3136207,1.25141,NA
2020-04-10,MG,Juiz de Fora,city,53,1,TRUE,568873,3136702,9.31667,0.0189
2020-04-10,MG,Lagoa da Prata,city,11,0,TRUE,52165,3137205,21.08694,NA
2020-04-10,MG,Lavras,city,3,0,TRUE,103773,3138203,2.89093,NA
2020-04-10,MG,Machado,city,1,0,TRUE,42133,3139003,2.37344,NA
2020-04-10,MG,Manhuaçu,city,1,0,TRUE,90229,3139409,1.10829,NA
2020-04-10,MG,Mariana,city,3,1,TRUE,60724,3140001,4.94039,0.3333
2020-04-10,MG,Mário Campos,city,1,0,TRUE,15416,3140159,6.48677,NA
2020-04-10,MG,Matozinhos,city,1,0,TRUE,37820,3141108,2.6441,NA
2020-04-10,MG,Montes Claros,city,1,1,TRUE,409341,3143302,0.2443,1
2020-04-10,MG,Muriaé,city,4,0,TRUE,108763,3143906,3.67772,NA
2020-04-10,MG,Nanuque,city,2,0,TRUE,40750,3144300,4.90798,NA
2020-04-10,MG,Nova Lima,city,41,0,TRUE,94889,3144805,43.20838,NA
2020-04-10,MG,Ouro Fino,city,1,1,TRUE,33639,3146008,2.97274,1
2020-04-10,MG,Paracatu,city,1,0,TRUE,93158,3147006,1.07345,NA
2020-04-10,MG,Pará de Minas,city,1,0,TRUE,93969,3147105,1.06418,NA
2020-04-10,MG,Paraisópolis,city,2,1,TRUE,21083,3147303,9.48632,0.5
2020-04-10,MG,Patos de Minas,city,6,1,TRUE,152488,3148004,3.93474,0.1667
2020-04-10,MG,Patrocínio,city,6,0,TRUE,90757,3148103,6.61106,NA
2020-04-10,MG,Pirapora,city,1,0,TRUE,56428,3151206,1.77217,NA
2020-04-10,MG,Piumhi,city,1,0,TRUE,34691,3151503,2.88259,NA
2020-04-10,MG,Poços de Caldas,city,3,0,TRUE,167397,3151800,1.79215,NA
2020-04-10,MG,Pouso Alegre,city,9,1,TRUE,150737,3152501,5.97066,0.1111
2020-04-10,MG,Ribeirão das Neves,city,2,0,TRUE,334858,3154606,0.59727,NA
2020-04-10,MG,Sabará,city,7,0,TRUE,136344,3156700,5.13407,NA
2020-04-10,MG,Santa Luzia,city,1,0,TRUE,219134,3157807,0.45634,NA
2020-04-10,MG,Santa Maria de Itabira,city,1,0,TRUE,10847,3158003,9.21914,NA
2020-04-10,MG,Santana do Paraíso,city,1,0,TRUE,34663,3158953,2.88492,NA
2020-04-10,MG,Santo Antônio do Monte,city,2,0,TRUE,28243,3160405,7.0814,NA
2020-04-10,MG,São João del Rei,city,3,0,TRUE,90082,3162500,3.3303,NA
2020-04-10,MG,São João Nepomuceno,city,1,0,TRUE,26361,3162906,3.79348,NA
2020-04-10,MG,São Lourenço,city,1,0,TRUE,45851,3163706,2.18098,NA
2020-04-10,MG,Sarzedo,city,1,0,TRUE,32752,3165537,3.05325,NA
2020-04-10,MG,Senador Amaral,city,4,0,TRUE,5356,3165578,74.6826,NA
2020-04-10,MG,Serra do Salitre,city,1,0,TRUE,11582,3166808,8.63409,NA
2020-04-10,MG,Sete Lagoas,city,3,0,TRUE,239639,3167202,1.25188,NA
2020-04-10,MG,Timóteo,city,6,0,TRUE,89842,3168705,6.67839,NA
2020-04-10,MG,Toledo,city,2,0,TRUE,6258,3169109,31.95909,NA
2020-04-10,MG,Ubá,city,1,0,TRUE,115552,3169901,0.86541,NA
2020-04-10,MG,Uberaba,city,16,0,TRUE,333783,3170107,4.79353,NA
2020-04-10,MG,Uberlândia,city,45,2,TRUE,691305,3170206,6.50943,0.0444
2020-04-10,MG,Unaí,city,1,0,TRUE,84378,3170404,1.18514,NA
2020-04-10,MG,Varginha,city,6,1,TRUE,135558,3170701,4.42615,0.1667
2020-04-10,MG,Vazante,city,2,0,TRUE,20590,3171006,9.71345,NA
2020-04-10,MS,Alcinópolis,city,1,0,TRUE,5343,5000252,18.71608,NA
2020-04-10,MS,Batayporã,city,6,2,TRUE,11329,5002001,52.96143,0.3333
2020-04-10,MS,Campo Grande,city,49,0,TRUE,895982,5002704,5.46886,NA
2020-04-10,MS,Chapadão do Sul,city,5,0,TRUE,25218,5002951,19.82711,NA
2020-04-10,MS,Corumbá,city,1,0,TRUE,111435,5003207,0.89738,NA
2020-04-10,MS,Dourados,city,7,0,TRUE,222949,5003702,3.13973,NA
2020-04-10,MS,Nova Andradina,city,10,0,TRUE,54374,5006200,18.39114,NA
2020-04-10,MS,Ponta Porã,city,1,0,TRUE,92526,5006606,1.08078,NA
2020-04-10,MS,Rio Verde de Mato Grosso,city,1,0,TRUE,19746,5007406,5.06432,NA
2020-04-10,MS,Sidrolândia,city,1,0,TRUE,57665,5007901,1.73415,NA
2020-04-10,MS,Sonora,city,6,0,TRUE,19274,5007935,31.13002,NA
2020-04-10,MS,Três Lagoas,city,9,0,TRUE,121388,5008305,7.41424,NA
2020-04-10,MT,Alta Floresta,city,1,0,TRUE,51782,5100250,1.93117,NA
2020-04-10,MT,Aripuanã,city,2,0,TRUE,22354,5101407,8.94694,NA
2020-04-10,MT,Cáceres,city,2,1,TRUE,94376,5102504,2.11918,0.5
2020-04-10,MT,Campo Novo do Parecis,city,1,0,TRUE,35360,5102637,2.82805,NA
2020-04-10,MT,Canarana,city,1,0,TRUE,21579,5102702,4.63414,NA
2020-04-10,MT,Chapada dos Guimarães,city,0,0,TRUE,19752,5103007,NA,NA
2020-04-10,MT,Cuiabá,city,60,0,TRUE,612547,5103403,9.79517,NA
2020-04-10,MT,Importados/Indefinidos,city,3,0,TRUE,NA,NA,NA,NA
2020-04-10,MT,Lambari D'Oeste,city,1,0,TRUE,6121,5105234,16.3372,NA
2020-04-10,MT,Lucas do Rio Verde,city,1,1,TRUE,65534,5105259,1.52593,1
2020-04-10,MT,Nova Monte Verde,city,1,0,TRUE,9178,5108956,10.89562,NA
2020-04-10,MT,Nova Mutum,city,1,0,TRUE,45378,5106224,2.20371,NA
2020-04-10,MT,Primavera do Leste,city,1,0,TRUE,62019,5107040,1.61241,NA
2020-04-10,MT,Rondonópolis,city,12,0,TRUE,232491,5107602,5.16149,NA
2020-04-10,MT,São José dos Quatro Marcos,city,2,0,TRUE,18906,5107107,10.57865,NA
2020-04-10,MT,Sinop,city,11,0,TRUE,142996,5107909,7.69252,NA
2020-04-10,MT,Tangará da Serra,city,5,0,TRUE,103750,5107958,4.81928,NA
2020-04-10,MT,União do Sul,city,1,0,TRUE,3525,5108303,28.36879,NA
2020-04-10,MT,Várzea Grande,city,6,0,TRUE,284971,5108402,2.10548,NA
2020-04-10,PA,Abaetetuba,city,2,0,TRUE,157698,1500107,1.26825,NA
2020-04-10,PA,Altamira,city,2,0,TRUE,114594,1500602,1.74529,NA
2020-04-10,PA,Ananindeua,city,16,0,TRUE,530598,1500800,3.01547,NA
2020-04-10,PA,Barcarena,city,4,0,TRUE,124680,1501303,3.20821,NA
2020-04-10,PA,Belém,city,114,7,TRUE,1492745,1501402,7.63694,0.0614
2020-04-10,PA,Benevides,city,1,0,TRUE,62737,1501501,1.59396,NA
2020-04-10,PA,Cametá,city,1,1,TRUE,137890,1502103,0.72522,1
2020-04-10,PA,Castanhal,city,2,0,TRUE,200793,1502400,0.99605,NA
2020-04-10,PA,Goianésia do Pará,city,1,0,TRUE,40475,1503093,2.47066,NA
2020-04-10,PA,Itaituba,city,3,0,TRUE,101247,1503606,2.96305,NA
2020-04-10,PA,Marabá,city,2,0,TRUE,279349,1504208,0.71595,NA
2020-04-10,PA,Marituba,city,3,0,TRUE,131521,1504422,2.281,NA
2020-04-10,PA,Novo Progresso,city,1,0,TRUE,25762,1505031,3.88169,NA
2020-04-10,PA,Oeiras do Pará,city,1,0,TRUE,32512,1505205,3.07579,NA
2020-04-10,PA,Parauapebas,city,3,0,TRUE,208273,1505536,1.44042,NA
2020-04-10,PA,Santarém,city,10,1,TRUE,304589,1506807,3.28311,0.1
2020-04-10,PA,Santo Antônio do Tauá,city,1,0,TRUE,31482,1507003,3.17642,NA
2020-04-10,PA,São Geraldo do Araguaia,city,1,0,TRUE,24847,1507458,4.02463,NA
2020-04-10,PA,Tucuruí,city,1,0,TRUE,113659,1508100,0.87982,NA
2020-04-10,PE,Abreu e Lima,city,1,0,TRUE,99990,2600054,1.0001,NA
2020-04-10,PE,Aliança,city,2,0,TRUE,38386,2600708,5.21023,NA
2020-04-10,PE,Arcoverde,city,3,1,TRUE,74338,2601201,4.03562,0.3333
2020-04-10,PE,Belo Jardim,city,1,0,TRUE,76439,2601706,1.30823,NA
2020-04-10,PE,Bom Conselho,city,1,0,TRUE,48554,2602100,2.05956,NA
2020-04-10,PE,Bom Jardim,city,1,1,TRUE,39184,2602209,2.55206,1
2020-04-10,PE,Cabo de Santo Agostinho,city,13,4,TRUE,207048,2602902,6.27874,0.3077
2020-04-10,PE,Cachoeirinha,city,1,0,TRUE,20380,2603108,4.90677,NA
2020-04-10,PE,Camaragibe,city,24,3,TRUE,157828,2603454,15.20643,0.125
2020-04-10,PE,Capoeiras,city,1,0,TRUE,20048,2603801,4.98803,NA
2020-04-10,PE,Carpina,city,2,0,TRUE,83641,2604007,2.39117,NA
2020-04-10,PE,Caruaru,city,6,1,TRUE,361118,2604106,1.66151,0.1667
2020-04-10,PE,Catende,city,2,1,TRUE,42892,2604205,4.66287,0.5
2020-04-10,PE,Fernando de Noronha,city,14,0,TRUE,3061,2605459,457.36687,NA
